int_rate,loan_amnt,term,grade,home_ownership,annual_inc,purpose
16.29,13000,36,D,RENT,28000,debt_consolidation
21.28,20000,60,F,OWN,120000,debt_consolidation
13.49,18000,36,C,MORTGAGE,96000,debt_consolidation
16.29,10000,36,D,RENT,83200,credit_card
15.27,22250,60,C,RENT,45000,debt_consolidation
17.58,24000,60,D,RENT,68809,debt_consolidation
12.42,11200,36,B,RENT,75000,car
10.65,7000,36,B,RENT,52000,other
6.03,8000,36,A,RENT,57600,house
16.77,22500,60,D,RENT,48500,credit_card
17.27,12000,36,D,RENT,95000,debt_consolidation
14.65,22000,36,C,RENT,58000,debt_consolidation
10.65,6200,36,B,MORTGAGE,24000,credit_card
9.91,15900,36,B,MORTGAGE,58000,debt_consolidation
8.90,5000,36,A,MORTGAGE,70000,other
6.62,16000,36,A,MORTGAGE,104000,other
11.71,5000,36,B,RENT,35000,car
15.27,3150,36,C,RENT,53000,vacation
14.27,12000,36,C,RENT,28000,credit_card
7.90,28000,36,A,MORTGAGE,118000,home_improvement
12.42,5000,36,B,RENT,40000,wedding
9.91,3000,36,B,MORTGAGE,42000,renewable_energy
7.90,3000,36,A,MORTGAGE,65000,other
6.62,8400,36,A,RENT,25000,debt_consolidation
10.65,7000,36,B,MORTGAGE,36000,debt_consolidation
19.42,18550,60,E,RENT,45000,debt_consolidation
9.91,2000,36,B,MORTGAGE,231252,other
14.65,12000,60,C,RENT,65000,debt_consolidation
17.58,8575,36,D,MORTGAGE,32000,debt_consolidation
12.42,28000,60,B,MORTGAGE,84996,debt_consolidation
7.90,10000,36,A,RENT,66000,debt_consolidation
19.42,25000,36,E,MORTGAGE,92000,credit_card
11.71,8000,36,B,RENT,70000,credit_card
18.25,16000,60,D,MORTGAGE,49000,credit_card
11.71,25000,36,B,MORTGAGE,76896,debt_consolidation
9.91,2000,36,B,RENT,24000,other
14.65,16800,36,C,RENT,60000,credit_card
8.90,8000,36,A,MORTGAGE,120000,credit_card
12.69,12000,60,B,MORTGAGE,57000,debt_consolidation
7.90,11000,36,A,MORTGAGE,80000,credit_card
16.29,5000,36,D,MORTGAGE,85000,medical
16.29,18000,36,D,OWN,140000,debt_consolidation
12.69,10000,36,B,OWN,36000,debt_consolidation
9.91,5000,36,B,RENT,70000,credit_card
16.29,10000,36,D,RENT,51360,credit_card
9.91,25000,36,B,RENT,163000,vacation
12.69,2400,36,B,MORTGAGE,59393,medical
16.29,3000,36,D,MORTGAGE,65000,other
16.77,7700,36,D,RENT,29772.96,other
13.49,2400,36,C,OWN,12996,other
19.03,18500,60,E,MORTGAGE,68000,debt_consolidation
10.65,5000,36,B,OWN,44475,credit_card
17.58,14000,36,D,MORTGAGE,88000,debt_consolidation
20.89,24500,60,F,RENT,85000,credit_card
10.65,2400,36,B,MORTGAGE,36000,major_purchase
12.42,1800,36,B,RENT,117000,other
19.42,22200,36,E,RENT,160000,debt_consolidation
19.42,21400,60,E,RENT,80000,credit_card
7.90,13000,36,A,RENT,28000,credit_card
12.69,8000,36,B,RENT,48000,car
12.69,3600,36,B,MORTGAGE,60000,medical
23.13,12375,60,G,RENT,40000,other
9.91,9400,36,B,RENT,45500,debt_consolidation
14.27,9600,36,C,MORTGAGE,156000,home_improvement
10.65,17000,36,B,RENT,40000,debt_consolidation
19.03,25000,60,E,MORTGAGE,96000,debt_consolidation
16.77,16950,60,D,MORTGAGE,50000,debt_consolidation
19.03,30000,60,E,MORTGAGE,80000,credit_card
14.27,10800,36,C,MORTGAGE,110000,credit_card
7.90,6000,36,A,RENT,59400,credit_card
8.90,35000,36,A,MORTGAGE,106000,credit_card
10.65,10000,36,B,RENT,36000,debt_consolidation
19.91,15000,60,E,RENT,51000,credit_card
12.69,5000,36,B,RENT,25000,other
17.27,3000,60,D,RENT,35000,debt_consolidation
14.65,7100,36,C,RENT,33000,debt_consolidation
16.77,12000,36,D,MORTGAGE,93000,credit_card
22.74,22400,60,G,RENT,85000,credit_card
10.65,5825,36,B,RENT,50000,debt_consolidation
12.69,22250,36,B,RENT,41000,debt_consolidation
16.77,18000,60,D,RENT,50000,debt_consolidation
12.42,6000,36,B,RENT,30000,credit_card
11.71,7650,36,B,RENT,57000,debt_consolidation
18.25,21000,60,D,RENT,110000,credit_card
15.27,20675,60,C,RENT,50132,other
7.90,13200,36,A,MORTGAGE,62500,debt_consolidation
7.51,12000,36,A,RENT,60000,debt_consolidation
19.03,20000,60,E,RENT,130000,debt_consolidation
6.03,15000,36,A,RENT,60000,house
18.64,27050,60,E,MORTGAGE,65000,debt_consolidation
17.27,22500,60,D,MORTGAGE,67735,debt_consolidation
12.69,20500,60,B,RENT,47800,debt_consolidation
12.42,12800,36,B,MORTGAGE,99600,credit_card
10.65,27575,36,B,MORTGAGE,54000,other
12.69,7000,36,B,RENT,49000,debt_consolidation
16.77,7600,60,D,RENT,33996,other
12.42,29000,60,B,RENT,65000,debt_consolidation
14.27,10000,36,C,RENT,44160,moving
7.90,14125,36,A,RENT,32000,debt_consolidation
6.62,12000,36,A,MORTGAGE,94500,debt_consolidation
6.62,9575,36,A,RENT,19498,credit_card
20.30,12000,60,E,RENT,30000,debt_consolidation
15.96,12000,36,C,MORTGAGE,88000,debt_consolidation
12.69,10000,36,B,RENT,45000,credit_card
15.96,10000,36,C,RENT,37500,debt_consolidation
14.27,25000,60,C,MORTGAGE,89000,debt_consolidation
9.91,24000,36,B,RENT,120000,debt_consolidation
10.65,14575,36,B,RENT,35000,credit_card
7.51,9000,36,A,MORTGAGE,50000,debt_consolidation
13.49,10000,36,C,RENT,30000,debt_consolidation
17.58,7125,36,D,RENT,25279.67,credit_card
10.65,15000,60,B,RENT,29000,debt_consolidation
13.49,13000,36,C,RENT,65000,debt_consolidation
12.69,12000,60,B,RENT,30000,debt_consolidation
20.30,18000,60,E,RENT,68000,credit_card
14.27,30000,60,C,RENT,90000,small_business
17.27,21600,36,D,MORTGAGE,58600,home_improvement
16.77,7600,60,D,OWN,50000,small_business
12.42,7000,36,B,RENT,85000,credit_card
8.90,7000,36,A,RENT,45000,debt_consolidation
17.27,3600,36,D,MORTGAGE,44004,other
12.69,3500,36,B,MORTGAGE,84996,major_purchase
8.90,5000,36,A,RENT,33000,medical
11.71,10000,36,B,MORTGAGE,60000,debt_consolidation
13.49,4500,36,C,OWN,19200,credit_card
11.71,12000,36,B,RENT,62000,debt_consolidation
19.03,12000,60,E,RENT,38500,debt_consolidation
12.42,10700,36,B,RENT,68000,debt_consolidation
10.65,6000,36,B,RENT,30000,credit_card
7.90,20000,36,A,RENT,50000,wedding
16.77,10800,60,D,RENT,23000,debt_consolidation
19.03,25000,60,E,RENT,50400,debt_consolidation
14.27,20000,60,C,RENT,110000,debt_consolidation
13.49,3600,36,C,RENT,40000,vacation
8.90,6000,36,A,RENT,83954,debt_consolidation
14.27,10375,36,C,RENT,35000,credit_card
8.90,25000,36,A,RENT,60000,debt_consolidation
16.29,10000,36,D,RENT,40000,debt_consolidation
12.42,10000,60,B,RENT,42336,small_business
6.03,5600,36,A,OWN,41100,car
12.42,6000,36,B,RENT,92000,car
7.90,8000,36,A,RENT,75000,debt_consolidation
12.42,35000,60,B,RENT,90000,debt_consolidation
11.71,10000,36,B,MORTGAGE,45000,debt_consolidation
7.51,11000,36,A,RENT,48000,debt_consolidation
9.91,5000,36,B,MORTGAGE,110000,debt_consolidation
10.65,6500,36,B,RENT,30600,debt_consolidation
20.30,20000,60,E,RENT,69000,credit_card
12.69,12000,36,B,RENT,45000,debt_consolidation
19.91,8250,60,E,RENT,27500,wedding
7.90,21000,36,A,MORTGAGE,150500,debt_consolidation
16.77,8400,36,D,RENT,32000,credit_card
12.69,7000,36,B,RENT,37500,debt_consolidation
12.42,12000,36,B,RENT,60000,car
11.71,7200,36,B,RENT,33000,credit_card
10.65,12000,36,B,RENT,70000,debt_consolidation
14.27,12800,60,C,RENT,75000,credit_card
9.91,3050,36,B,RENT,16800,car
14.65,9000,36,C,RENT,38000,debt_consolidation
11.71,10000,36,B,OWN,35000,debt_consolidation
9.91,10000,36,B,MORTGAGE,95000,debt_consolidation
14.27,10000,36,C,MORTGAGE,77400,credit_card
16.29,8500,36,D,RENT,61000,debt_consolidation
11.71,35000,60,B,RENT,70000,debt_consolidation
13.49,7200,60,C,RENT,67000,debt_consolidation
14.27,21000,60,C,MORTGAGE,90000,credit_card
9.91,27000,36,B,OWN,140000,debt_consolidation
20.30,28625,60,E,OWN,55000,debt_consolidation
14.27,4000,36,C,RENT,32400,debt_consolidation
11.71,7300,36,B,RENT,50000,other
8.90,18000,36,A,MORTGAGE,70000,credit_card
11.71,5000,36,B,OWN,35000,other
14.27,6500,60,C,MORTGAGE,46212,debt_consolidation
17.58,14100,60,D,RENT,43000,small_business
19.03,35000,60,E,MORTGAGE,140000,small_business
14.27,10000,36,C,MORTGAGE,115000,home_improvement
7.90,3000,36,A,RENT,45000,debt_consolidation
19.03,25000,60,E,RENT,95000,debt_consolidation
15.96,28000,36,C,MORTGAGE,235000,credit_card
14.65,10000,36,C,RENT,36000,credit_card
7.90,12000,36,A,RENT,26000,credit_card
17.27,10000,36,D,RENT,80000,small_business
8.90,11000,36,A,RENT,50000,debt_consolidation
15.27,10000,36,C,RENT,55000,small_business
6.62,5000,36,A,MORTGAGE,55000,debt_consolidation
6.03,5000,36,A,RENT,64424,other
8.90,5000,36,A,RENT,56000,debt_consolidation
14.27,6000,36,C,RENT,30000,credit_card
14.27,5000,36,C,MORTGAGE,111740,vacation
17.58,20050,36,D,RENT,67500,credit_card
16.77,7000,36,D,RENT,41000,wedding
10.65,25000,36,B,RENT,120000,debt_consolidation
12.69,3000,36,B,RENT,30000,debt_consolidation
17.27,8400,36,D,RENT,41500,credit_card
23.91,24925,60,G,RENT,60000,credit_card
9.91,5000,36,B,MORTGAGE,75000,debt_consolidation
14.27,12000,60,C,RENT,80000,credit_card
12.42,12000,36,B,RENT,42000,credit_card
11.71,13200,36,B,MORTGAGE,41600,debt_consolidation
6.03,6000,36,A,RENT,48000,major_purchase
6.62,10000,36,A,MORTGAGE,50000,credit_card
12.42,17500,60,B,RENT,70000,credit_card
10.65,6500,36,B,RENT,53000,debt_consolidation
7.51,10000,36,A,MORTGAGE,65000,small_business
9.91,12000,36,B,RENT,85000,debt_consolidation
14.27,10000,36,C,RENT,55000,debt_consolidation
14.27,12375,36,C,RENT,36000,credit_card
10.65,10000,36,B,RENT,26000,debt_consolidation
18.25,20000,60,D,RENT,70000,small_business
19.03,4400,36,E,RENT,80000,small_business
13.49,25000,36,C,MORTGAGE,80000,debt_consolidation
12.42,14125,36,B,MORTGAGE,45696,debt_consolidation
20.30,35000,60,E,MORTGAGE,100000,wedding
12.69,13600,60,B,RENT,62000,debt_consolidation
12.69,20000,60,B,RENT,50000,credit_card
13.49,18000,36,C,OWN,66000,debt_consolidation
16.77,13000,60,D,OWN,80000,debt_consolidation
16.77,35000,36,D,MORTGAGE,100000,debt_consolidation
14.27,35000,36,C,MORTGAGE,123000,credit_card
11.71,12000,60,B,RENT,70000,debt_consolidation
13.49,7200,36,C,MORTGAGE,60000,debt_consolidation
15.96,25000,60,C,MORTGAGE,150000,small_business
12.69,4000,36,B,RENT,80000,other
7.51,7000,36,A,RENT,31000,credit_card
13.49,15000,36,C,MORTGAGE,90000,other
11.71,12800,60,B,RENT,61600,debt_consolidation
20.89,35000,60,F,MORTGAGE,71316,debt_consolidation
16.77,15000,60,D,RENT,42000,credit_card
7.90,7200,36,A,RENT,34000,debt_consolidation
17.27,13000,36,D,RENT,36000,debt_consolidation
7.90,28000,36,A,RENT,65000,credit_card
9.91,12000,36,B,RENT,35000,debt_consolidation
17.58,16000,60,D,RENT,50000,debt_consolidation
8.90,14000,36,A,RENT,62004,other
11.71,11500,36,B,RENT,74000,debt_consolidation
14.65,10500,36,C,MORTGAGE,42000,debt_consolidation
12.42,14400,36,B,OWN,48000,credit_card
9.91,16000,36,B,RENT,65000,debt_consolidation
9.91,5375,36,B,RENT,15360,debt_consolidation
13.49,12000,36,C,MORTGAGE,61000,credit_card
7.51,12000,36,A,RENT,83000,debt_consolidation
6.03,17000,36,A,MORTGAGE,120000,small_business
19.03,30000,60,E,RENT,106000,credit_card
20.30,13000,36,E,RENT,42000,debt_consolidation
7.51,7125,36,A,MORTGAGE,30000,debt_consolidation
18.25,14000,60,D,RENT,32000,wedding
14.65,8000,36,C,RENT,72100,debt_consolidation
11.71,12500,36,B,RENT,58000,debt_consolidation
14.27,10000,36,C,RENT,40000,car
13.49,12000,60,C,RENT,75000,other
10.65,14000,36,B,RENT,48880,credit_card
6.03,7500,36,A,RENT,48000,debt_consolidation
9.91,19200,36,B,MORTGAGE,40000,debt_consolidation
11.71,9000,36,B,MORTGAGE,110000,debt_consolidation
17.27,16000,60,D,MORTGAGE,60000,credit_card
8.90,20000,36,A,RENT,65000,credit_card
13.49,9000,36,C,MORTGAGE,50000,debt_consolidation
7.51,9600,36,A,RENT,55000,debt_consolidation
12.69,12000,60,B,MORTGAGE,63000,debt_consolidation
11.71,18000,60,B,MORTGAGE,133224,home_improvement
13.49,1000,36,C,RENT,35100,small_business
15.27,15000,36,C,RENT,38000,credit_card
16.77,12000,36,D,RENT,38000,debt_consolidation
14.27,12000,60,C,RENT,41000,medical
8.90,14000,36,A,MORTGAGE,108000,credit_card
15.96,15600,60,C,RENT,43000,debt_consolidation
10.65,10000,36,B,RENT,45000,debt_consolidation
12.69,7200,36,B,RENT,23000,other
15.27,22250,60,C,MORTGAGE,47532,debt_consolidation
17.27,13250,60,D,RENT,26000,debt_consolidation
14.27,26400,60,C,MORTGAGE,150000,house
9.91,11000,36,B,RENT,32000,debt_consolidation
8.90,9600,36,A,RENT,55000,credit_card
16.77,10000,36,D,RENT,35000,debt_consolidation
15.96,7000,60,C,OWN,75000,other
9.91,11000,36,B,MORTGAGE,74000,wedding
16.77,13000,60,D,MORTGAGE,50000,wedding
7.51,5000,36,A,OWN,30000,credit_card
11.71,6000,36,B,RENT,37000,small_business
13.49,3000,36,C,RENT,105000,debt_consolidation
16.77,8200,60,D,RENT,42000,credit_card
12.42,17000,36,B,OWN,80000,credit_card
10.65,5000,36,B,MORTGAGE,35000,car
8.90,6400,36,A,OWN,23000,debt_consolidation
16.29,13000,36,D,RENT,50000,debt_consolidation
11.71,18000,60,B,RENT,36000,debt_consolidation
15.27,16000,60,C,MORTGAGE,60000,debt_consolidation
17.27,13200,60,D,RENT,40000,credit_card
16.77,10000,36,D,RENT,38200,credit_card
15.96,15000,60,C,RENT,37000,credit_card
14.27,5000,36,C,RENT,56000,debt_consolidation
7.90,7200,36,A,RENT,38000,credit_card
7.90,15000,36,A,RENT,43000,debt_consolidation
19.42,15700,60,E,MORTGAGE,60000,debt_consolidation
21.28,5000,60,F,RENT,46000,debt_consolidation
11.71,9600,36,B,MORTGAGE,105000,debt_consolidation
19.91,16000,60,E,RENT,107000,debt_consolidation
19.03,35000,60,E,MORTGAGE,235000,credit_card
14.65,21000,60,C,MORTGAGE,70000,credit_card
17.58,12000,60,D,RENT,78000,debt_consolidation
10.65,6000,36,B,RENT,24000,debt_consolidation
20.30,20000,60,E,MORTGAGE,51750,debt_consolidation
14.65,6000,36,C,MORTGAGE,57600,other
12.69,7150,36,B,RENT,50000,credit_card
19.42,13000,60,E,RENT,55000,credit_card
6.62,32000,36,A,RENT,120000,small_business
15.27,8000,36,C,OWN,108000,house
13.49,15500,60,C,RENT,40000,debt_consolidation
8.90,7000,36,A,RENT,97600,credit_card
6.62,12000,36,A,MORTGAGE,70800,debt_consolidation
14.65,10400,36,C,RENT,45000,credit_card
12.69,12000,36,B,RENT,60000,credit_card
11.71,8000,60,B,MORTGAGE,88000,wedding
16.29,16000,36,D,MORTGAGE,74000,credit_card
10.65,4500,36,B,RENT,91500,credit_card
12.42,5000,36,B,RENT,42500,debt_consolidation
16.29,3600,36,D,RENT,45000,major_purchase
20.30,30000,60,E,RENT,75000,debt_consolidation
13.49,21000,36,C,MORTGAGE,103000,debt_consolidation
14.27,7000,36,C,RENT,42000,small_business
7.90,17475,60,A,MORTGAGE,90000,home_improvement
12.69,27575,60,B,MORTGAGE,63000,debt_consolidation
8.90,7000,60,A,MORTGAGE,25000,debt_consolidation
7.90,15000,36,A,RENT,35000,debt_consolidation
13.49,2250,36,C,RENT,16000,credit_card
12.42,17050,36,B,MORTGAGE,53000,debt_consolidation
16.77,16500,36,D,RENT,110000,debt_consolidation
19.91,35000,60,E,MORTGAGE,69000,home_improvement
12.42,3250,36,B,RENT,16000,debt_consolidation
7.90,7000,36,A,MORTGAGE,38400,credit_card
11.71,24000,36,B,MORTGAGE,80000,debt_consolidation
16.77,13200,36,D,RENT,80952,credit_card
8.90,22750,36,A,OWN,65000,debt_consolidation
8.90,12000,36,A,RENT,70000,debt_consolidation
10.65,30000,36,B,MORTGAGE,175000,debt_consolidation
12.69,1200,36,B,RENT,34000,vacation
8.90,4800,36,A,RENT,35000,debt_consolidation
20.89,18000,60,F,RENT,60000,debt_consolidation
8.90,7200,36,A,RENT,35000,debt_consolidation
9.91,15000,36,B,OWN,35000,debt_consolidation
15.27,10500,36,C,RENT,60000,debt_consolidation
17.27,15000,60,D,OWN,75000,other
7.90,5000,36,A,MORTGAGE,66000,small_business
13.49,12800,60,C,RENT,77000,debt_consolidation
8.90,4000,36,A,MORTGAGE,62000,small_business
12.42,14000,60,B,MORTGAGE,73000,debt_consolidation
11.71,27000,36,B,MORTGAGE,130000,debt_consolidation
12.42,15000,36,B,MORTGAGE,61000,debt_consolidation
20.89,35000,60,F,RENT,90000,debt_consolidation
14.27,2400,36,C,OWN,25000,debt_consolidation
12.42,5900,36,B,RENT,14400,debt_consolidation
11.71,5000,36,B,RENT,70000,credit_card
19.42,22000,60,E,RENT,82500,debt_consolidation
17.58,13250,36,D,RENT,35000,debt_consolidation
14.27,12600,60,C,RENT,43200,debt_consolidation
11.71,20000,36,B,MORTGAGE,125000,debt_consolidation
7.90,18000,36,A,MORTGAGE,80000,credit_card
16.77,19200,36,D,RENT,87500,debt_consolidation
11.71,7000,36,B,MORTGAGE,22000,debt_consolidation
15.96,25000,60,C,OWN,80000,debt_consolidation
6.03,10000,36,A,MORTGAGE,70000,other
15.27,2250,36,C,MORTGAGE,17352,other
9.91,23000,36,B,RENT,63208,debt_consolidation
17.27,6750,36,D,RENT,48000,small_business
10.65,10000,36,B,MORTGAGE,45500,credit_card
11.71,16000,60,B,MORTGAGE,48000,debt_consolidation
8.90,5600,36,A,RENT,19200,credit_card
19.42,12000,60,E,RENT,68000,debt_consolidation
6.03,4800,36,A,OWN,35000,other
14.65,25000,60,C,MORTGAGE,63000,debt_consolidation
11.71,10000,36,B,RENT,29406,debt_consolidation
9.91,2200,36,B,RENT,26004,debt_consolidation
12.69,24000,36,B,RENT,120000,credit_card
7.90,16000,36,A,MORTGAGE,110000,credit_card
9.91,10000,36,B,RENT,34000,credit_card
14.27,10625,36,C,RENT,26500,debt_consolidation
14.65,9600,36,C,RENT,40000,credit_card
20.89,7200,36,F,MORTGAGE,88800,debt_consolidation
8.90,12000,36,A,RENT,100000,debt_consolidation
12.42,5000,36,B,RENT,45000,credit_card
21.67,30000,60,F,RENT,85000,debt_consolidation
16.29,12000,36,D,RENT,36000,credit_card
17.27,18000,36,D,RENT,80000,debt_consolidation
9.91,10000,36,B,RENT,50000,credit_card
9.91,10000,36,B,RENT,75000,debt_consolidation
7.51,26000,36,A,MORTGAGE,105000,debt_consolidation
9.91,17475,36,B,RENT,45408,debt_consolidation
22.35,10400,60,F,MORTGAGE,72000,debt_consolidation
10.65,10000,36,B,RENT,67500,credit_card
19.42,17250,36,E,RENT,60000,credit_card
6.62,10000,36,A,MORTGAGE,65000,debt_consolidation
13.49,12000,60,C,RENT,55000,debt_consolidation
7.90,6000,60,A,OWN,34848,credit_card
18.25,19075,60,D,RENT,48000,debt_consolidation
11.71,20000,36,B,MORTGAGE,55000,credit_card
7.90,24000,36,A,RENT,65000,debt_consolidation
17.27,17200,60,D,MORTGAGE,55000,home_improvement
8.90,15000,36,A,MORTGAGE,75000,home_improvement
11.71,10625,36,B,RENT,30000,credit_card
14.65,8400,36,C,RENT,30000,credit_card
14.65,28000,60,C,RENT,160000,credit_card
15.96,16000,36,C,MORTGAGE,60000,home_improvement
16.77,18000,60,D,MORTGAGE,59000,credit_card
14.27,15000,36,C,MORTGAGE,35000,credit_card
13.49,20675,60,C,MORTGAGE,81800,debt_consolidation
12.69,13225,36,B,MORTGAGE,65000,credit_card
13.49,11775,36,C,RENT,44400,credit_card
17.27,16400,60,D,RENT,61500,credit_card
12.42,10075,36,B,MORTGAGE,46000,credit_card
14.27,10000,36,C,RENT,62000,debt_consolidation
12.42,14000,36,B,MORTGAGE,88000,debt_consolidation
9.91,13000,36,B,RENT,50000,debt_consolidation
11.71,15000,36,B,RENT,75000,debt_consolidation
16.77,5000,60,D,MORTGAGE,90000,debt_consolidation
7.51,9350,36,A,MORTGAGE,100000,credit_card
20.30,30000,60,E,MORTGAGE,110000,small_business
12.42,18225,36,B,RENT,40000,debt_consolidation
15.27,18000,60,C,MORTGAGE,50000,debt_consolidation
6.62,3600,36,A,MORTGAGE,88824,other
10.65,29000,60,B,MORTGAGE,180000,debt_consolidation
16.29,5000,36,D,OWN,40000,car
16.29,6400,36,D,RENT,50000,debt_consolidation
16.77,12000,60,D,RENT,40000,debt_consolidation
8.90,35000,36,A,MORTGAGE,114054,debt_consolidation
9.91,18000,36,B,MORTGAGE,70000,credit_card
22.35,8075,60,F,MORTGAGE,35000,debt_consolidation
8.90,15625,36,A,MORTGAGE,45000,debt_consolidation
13.49,24000,36,C,RENT,77000,credit_card
14.27,5000,36,C,MORTGAGE,61400,home_improvement
20.89,14000,60,F,MORTGAGE,76800,debt_consolidation
16.77,6000,60,D,RENT,80000,debt_consolidation
9.91,7200,36,B,RENT,90000,credit_card
14.27,5000,36,C,RENT,32000,debt_consolidation
10.65,6600,36,B,RENT,42000,credit_card
6.62,7000,36,A,MORTGAGE,24000,car
15.27,20000,36,C,RENT,130000,debt_consolidation
12.42,8000,36,B,RENT,35000,credit_card
9.91,12000,36,B,RENT,70000,home_improvement
11.71,20000,36,B,RENT,67000,credit_card
8.90,10000,36,A,RENT,31000,debt_consolidation
12.69,16000,60,B,RENT,50000,debt_consolidation
11.71,10000,36,B,MORTGAGE,145000,other
16.29,18000,36,D,RENT,66000,credit_card
12.42,4000,36,B,RENT,100000,credit_card
12.42,15000,36,B,RENT,60000,debt_consolidation
18.64,10000,60,E,OWN,40000,credit_card
14.27,29500,60,C,RENT,45000,debt_consolidation
19.42,20125,60,E,MORTGAGE,103000,credit_card
21.28,30000,60,F,RENT,137000,debt_consolidation
16.77,24000,36,D,OWN,103000,debt_consolidation
15.96,14000,60,C,RENT,75000,debt_consolidation
10.65,5375,36,B,MORTGAGE,42000,credit_card
8.90,8300,36,A,RENT,50000,debt_consolidation
8.90,7000,36,A,OWN,50000,debt_consolidation
15.27,2425,36,C,OWN,80004,home_improvement
9.91,6950,36,B,RENT,43000,credit_card
9.91,12375,36,B,OWN,32000,credit_card
20.30,35000,60,E,MORTGAGE,85000,debt_consolidation
